time,itow,lat,lon,alt,speed,accuracy
567.309, 564046989, 40.6127650, -3.5838648, 659.7649152, 35.238, 0.560
567.409, 564047089, 40.6127883, -3.5838931, 659.8008230, 35.260, 0.560
567.509, 564047189, 40.6128119, -3.5839216, 659.8272105, 35.450, 0.560
567.609, 564047289, 40.6128356, -3.5839502, 659.8611158, 35.618, 0.560
567.709, 564047389, 40.6128593, -3.5839788, 659.8812169, 35.692, 0.560
567.809, 564047489, 40.6128832, -3.5840074, 659.9278588, 35.825, 0.560
567.909, 564047589, 40.6129072, -3.5840360, 659.9485968, 35.948, 0.560
568.009, 564047689, 40.6129315, -3.5840644, 659.9515121, 36.042, 0.560
568.109, 564047789, 40.6129562, -3.5840925, 659.9648885, 36.164, 0.560
568.209, 564047889, 40.6129810, -3.5841206, 659.9711790, 36.297, 0.560
568.309, 564047989, 40.6130062, -3.5841479, 659.9788096, 36.288, 0.560
568.409, 564048089, 40.6130318, -3.5841748, 659.9897039, 36.435, 0.560
568.509, 564048189, 40.6130579, -3.5842012, 660.0235885, 36.461, 0.560
568.609, 564048289, 40.6130844, -3.5842269, 659.9959935, 36.625, 0.560
568.709, 564048389, 40.6131113, -3.5842522, 659.9875297, 36.730, 0.560
568.809, 564048489, 40.6131387, -3.5842768, 659.9539178, 36.957, 0.560
568.909, 564048589, 40.6131666, -3.5843002, 659.9549001, 36.973, 0.560
569.009, 564048689, 40.6131950, -3.5843231, 659.9369385, 37.018, 0.560
569.109, 564048789, 40.6132237, -3.5843446, 659.9315682, 36.974, 0.560
569.209, 564048889, 40.6132531, -3.5843652, 659.8631359, 37.079, 0.560
569.309, 564048989, 40.6132830, -3.5843846, 659.7678445, 37.119, 0.560
569.409, 564049089, 40.6133135, -3.5844029, 659.7220813, 37.269, 0.560
569.509, 564049189, 40.6133442, -3.5844199, 659.6601325, 37.218, 0.560
569.609, 564049289, 40.6133753, -3.5844357, 659.6126381, 37.177, 0.560
569.709, 564049389, 40.6134070, -3.5844501, 659.5693842, 37.249, 0.560
569.809, 564049489, 40.6134390, -3.5844627, 659.5934665, 37.178, 0.560
569.909, 564049589, 40.6134713, -3.5844742, 659.5841804, 37.170, 0.560
570.009, 564049689, 40.6135035, -3.5844840, 659.5916100, 37.070, 0.560
570.109, 564049789, 40.6135363, -3.5844928, 659.6241114, 37.208, 0.560
570.209, 564049889, 40.6135696, -3.5845010, 659.6207364, 37.482, 0.560
570.309, 564049989, 40.6136027, -3.5845075, 659.6502587, 37.532, 0.560
570.409, 564050089, 40.6136356, -3.5845126, 659.7142060, 37.332, 0.560
570.509, 564050189, 40.6136691, -3.5845168, 659.7512414, 37.519, 0.560
570.609, 564050289, 40.6137022, -3.5845191, 659.7774308, 37.317, 0.560
570.709, 564050389, 40.6137353, -3.5845207, 659.8245436, 37.258, 0.560
570.809, 564050489, 40.6137688, -3.5845216, 659.8693022, 37.306, 0.560
570.909, 564050589, 40.6138022, -3.5845214, 659.8979520, 37.268, 0.560
571.009, 564050689, 40.6138356, -3.5845202, 659.9252590, 37.294, 0.560
571.109, 564050789, 40.6138690, -3.5845182, 659.9722573, 37.291, 0.560
571.209, 564050889, 40.6139025, -3.5845152, 659.9982811, 37.320, 0.560
571.309, 564050989, 40.6139361, -3.5845118, 660.0172308, 37.487, 0.560
571.409, 564051089, 40.6139696, -3.5845074, 660.0482034, 37.438, 0.560
571.509, 564051189, 40.6140031, -3.5845023, 660.0788657, 37.542, 0.560
571.609, 564051289, 40.6140367, -3.5844966, 660.0873673, 37.675, 0.560
571.709, 564051389, 40.6140701, -3.5844899, 660.1125732, 37.652, 0.560
571.809, 564051489, 40.6141035, -3.5844827, 660.1267645, 37.648, 0.560
571.909, 564051589, 40.6141368, -3.5844748, 660.1662089, 37.757, 0.560
572.009, 564051689, 40.6141699, -3.5844661, 660.1920424, 37.688, 0.560
572.109, 564051789, 40.6142032, -3.5844570, 660.2080758, 37.785, 0.560
572.209, 564051889, 40.6142364, -3.5844472, 660.2559170, 37.841, 0.560
572.309, 564051989, 40.6142694, -3.5844368, 660.3195563, 37.749, 0.560
572.409, 564052089, 40.6143025, -3.5844263, 660.3577620, 37.855, 0.560
572.509, 564052189, 40.6143354, -3.5844154, 660.3464167, 37.901, 0.560
572.609, 564052289, 40.6143683, -3.5844041, 660.3888665, 37.901, 0.560
572.709, 564052389, 40.6144014, -3.5843928, 660.4462112, 37.901, 0.560
572.809, 564052489, 40.6144343, -3.5843812, 660.4897133, 37.918, 0.560
572.909, 564052589, 40.6144672, -3.5843697, 660.5180241, 37.921, 0.560
573.009, 564052689, 40.6145001, -3.5843580, 660.4657673, 37.944, 0.560
573.109, 564052789, 40.6145328, -3.5843464, 660.5258283, 37.724, 0.560
573.209, 564052889, 40.6145651, -3.5843355, 660.5183287, 37.318, 0.560
573.309, 564052989, 40.6145970, -3.5843247, 660.4754943, 36.866, 0.560
573.409, 564053089, 40.6146285, -3.5843144, 660.4733980, 36.316, 0.560
573.509, 564053189, 40.6146595, -3.5843045, 660.4789438, 35.750, 0.560
573.609, 564053289, 40.6146901, -3.5842952, 660.4554622, 35.202, 0.550
573.709, 564053389, 40.6147203, -3.5842867, 660.4455932, 34.582, 0.550
573.809, 564053489, 40.6147499, -3.5842786, 660.4680958, 33.948, 0.550
573.909, 564053589, 40.6147793, -3.5842716, 660.4893702, 33.364, 0.550
574.009, 564053689, 40.6148083, -3.5842653, 660.4969442, 32.786, 0.550
574.109, 564053789, 40.6148369, -3.5842598, 660.5006473, 32.335, 0.550
574.209, 564053889, 40.6148651, -3.5842552, 660.4878226, 31.801, 0.550
574.309, 564053989, 40.6148929, -3.5842516, 660.5617303, 31.258, 0.550
574.409, 564054089, 40.6149205, -3.5842487, 660.5596759, 30.903, 0.550
574.509, 564054189, 40.6149478, -3.5842467, 660.5565561, 30.557, 0.550
574.609, 564054289, 40.6149747, -3.5842461, 660.5468058, 30.122, 0.550
574.709, 564054389, 40.6150010, -3.5842460, 660.5821403, 29.591, 0.550
574.809, 564054489, 40.6150270, -3.5842469, 660.5677779, 29.248, 0.550
574.909, 564054589, 40.6150524, -3.5842487, 660.5353820, 28.695, 0.550
575.009, 564054689, 40.6150774, -3.5842515, 660.5750230, 28.205, 0.550
575.109, 564054789, 40.6151019, -3.5842550, 660.6293395, 27.702, 0.550
575.209, 564054889, 40.6151259, -3.5842594, 660.6674870, 27.247, 0.550
575.309, 564054989, 40.6151493, -3.5842647, 660.6845912, 26.793, 0.550
575.409, 564055089, 40.6151722, -3.5842707, 660.6970673, 26.387, 0.561
575.509, 564055189, 40.6151946, -3.5842779, 660.6999153, 26.017, 0.560
575.609, 564055289, 40.6152163, -3.5842861, 660.7131111, 25.544, 0.560
575.709, 564055389, 40.6152372, -3.5842954, 660.7231840, 25.076, 0.560
575.809, 564055489, 40.6152576, -3.5843059, 660.7378660, 24.675, 0.560
575.909, 564055589, 40.6152771, -3.5843175, 660.7549949, 24.235, 0.560
576.009, 564055689, 40.6152958, -3.5843299, 660.7795548, 23.767, 0.560
576.109, 564055789, 40.6153139, -3.5843428, 660.7713140, 23.337, 0.560
576.209, 564055889, 40.6153311, -3.5843571, 660.7005419, 23.018, 0.560
576.309, 564055989, 40.6153474, -3.5843724, 660.6762047, 22.662, 0.560
576.409, 564056089, 40.6153630, -3.5843885, 660.6602815, 22.316, 0.560
576.509, 564056189, 40.6153780, -3.5844049, 660.6582294, 21.974, 0.560
576.609, 564056289, 40.6153920, -3.5844224, 660.6762450, 21.644, 0.560
576.709, 564056389, 40.6154052, -3.5844407, 660.6902829, 21.435, 0.560
576.809, 564056489, 40.6154174, -3.5844596, 660.7074576, 21.041, 0.560
576.909, 564056589, 40.6154287, -3.5844790, 660.7210756, 20.761, 0.560
577.009, 564056689, 40.6154389, -3.5844995, 660.7754817, 20.577, 0.560
577.109, 564056789, 40.6154482, -3.5845205, 660.8144987, 20.455, 0.560
577.209, 564056889, 40.6154566, -3.5845418, 660.7922205, 20.232, 0.560
577.309, 564056989, 40.6154641, -3.5845633, 660.7908594, 19.984, 0.560
577.409, 564057089, 40.6154704, -3.5845855, 660.7736345, 19.961, 0.560
577.509, 564057189, 40.6154759, -3.5846076, 660.7196265, 19.831, 0.560
577.609, 564057289, 40.6154803, -3.5846303, 660.7696357, 19.715, 0.560
577.709, 564057389, 40.6154837, -3.5846530, 660.7763370, 19.609, 0.560
577.809, 564057489, 40.6154860, -3.5846758, 660.7196115, 19.506, 0.560
577.909, 564057589, 40.6154870, -3.5846984, 660.6882817, 19.286, 0.560
578.009, 564057690, 40.6154868, -3.5847212, 660.6664230, 19.151, 0.560
578.109, 564057790, 40.6154854, -3.5847435, 660.6538571, 18.944, 0.560
578.209, 564057890, 40.6154828, -3.5847657, 660.6607646, 18.901, 0.560
578.309, 564057990, 40.6154789, -3.5847875, 660.7165078, 18.765, 0.560
578.409, 564058090, 40.6154738, -3.5848090, 660.8019992, 18.912, 0.560
578.509, 564058190, 40.6154680, -3.5848303, 660.8684001, 18.884, 0.560
578.609, 564058290, 40.6154610, -3.5848510, 660.9369779, 19.008, 0.560
578.709, 564058390, 40.6154531, -3.5848712, 660.9897515, 19.042, 0.560
578.809, 564058490, 40.6154437, -3.5848905, 660.9680755, 19.174, 0.560
578.909, 564058590, 40.6154333, -3.5849092, 660.9778733, 19.251, 0.560
579.009, 564058690, 40.6154224, -3.5849271, 660.9966326, 19.281, 0.560
579.109, 564058790, 40.6154106, -3.5849442, 661.0478024, 19.387, 0.560
579.209, 564058890, 40.6153983, -3.5849609, 661.1016820, 19.491, 0.560
579.309, 564058990, 40.6153854, -3.5849769, 661.1435042, 19.488, 0.560
579.409, 564059090, 40.6153717, -3.5849918, 661.1761507, 19.627, 0.560
579.509, 564059190, 40.6153574, -3.5850062, 661.2037817, 19.728, 0.560
579.609, 564059290, 40.6153426, -3.5850201, 661.2399595, 19.840, 0.560
579.709, 564059390, 40.6153273, -3.5850332, 661.2759409, 19.974, 0.560
579.809, 564059490, 40.6153113, -3.5850454, 661.2910673, 20.166, 0.560
579.909, 564059590, 40.6152950, -3.5850575, 661.2731514, 20.382, 0.560
580.009, 564059690, 40.6152781, -3.5850686, 661.3060868, 20.507, 0.560
580.109, 564059790, 40.6152606, -3.5850789, 661.3167861, 20.809, 0.560
580.209, 564059890, 40.6152427, -3.5850887, 661.3150778, 21.072, 0.560
580.309, 564059990, 40.6152245, -3.5850977, 661.2659528, 21.268, 0.560
580.409, 564060090, 40.6152060, -3.5851055, 661.2099069, 21.310, 0.560
580.509, 564060190, 40.6151874, -3.5851128, 661.1780090, 21.378, 0.560
580.609, 564060290, 40.6151683, -3.5851193, 661.1075154, 21.532, 0.560
580.709, 564060390, 40.6151490, -3.5851253, 661.1286533, 21.718, 0.560
580.809, 564060490, 40.6151294, -3.5851311, 661.1506398, 21.988, 0.560
580.909, 564060590, 40.6151096, -3.5851368, 661.1498638, 22.177, 0.560
581.009, 564060690, 40.6150894, -3.5851417, 661.1090336, 22.361, 0.560
581.109, 564060790, 40.6150691, -3.5851464, 661.1200209, 22.666, 0.560
581.209, 564060890, 40.6150486, -3.5851513, 661.1235808, 22.879, 0.560
581.309, 564060990, 40.6150278, -3.5851564, 661.0792984, 23.221, 0.560
581.409, 564061090, 40.6150071, -3.5851615, 661.0672383, 23.298, 0.560
581.509, 564061190, 40.6149864, -3.5851670, 661.0038632, 23.344, 0.560
581.609, 564061290, 40.6149660, -3.5851730, 660.9865953, 23.231, 0.560
581.709, 564061390, 40.6149461, -3.5851794, 660.9874362, 23.108, 0.560
581.809, 564061490, 40.6149263, -3.5851864, 661.0121213, 22.878, 0.560
581.909, 564061590, 40.6149072, -3.5851940, 661.0098857, 22.570, 0.560
582.009, 564061690, 40.6148885, -3.5852019, 661.0302485, 22.184, 0.560
582.109, 564061790, 40.6148706, -3.5852104, 661.0401974, 21.716, 0.560
582.209, 564061890, 40.6148529, -3.5852196, 661.0381062, 21.408, 0.560
582.309, 564061990, 40.6148358, -3.5852292, 661.0100418, 21.090, 0.560
582.409, 564062090, 40.6148193, -3.5852398, 661.0420231, 20.760, 0.560
582.509, 564062190, 40.6148030, -3.5852508, 661.0028231, 20.571, 0.560
582.609, 564062290, 40.6147875, -3.5852625, 660.9714256, 20.289, 0.560
582.709, 564062390, 40.6147725, -3.5852750, 660.9159713, 19.983, 0.560
582.809, 564062490, 40.6147584, -3.5852880, 660.8649876, 19.632, 0.560
582.909, 564062590, 40.6147449, -3.5853020, 660.8340868, 19.349, 0.560
583.009, 564062690, 40.6147322, -3.5853166, 660.7955535, 19.053, 0.560
583.109, 564062790, 40.6147204, -3.5853318, 660.7697842, 18.779, 0.553
583.209, 564062890, 40.6147091, -3.5853478, 660.6913578, 18.666, 0.550
583.309, 564062990, 40.6146988, -3.5853643, 660.6131723, 18.430, 0.550
583.409, 564063090, 40.6146894, -3.5853816, 660.5758932, 18.214, 0.550
583.509, 564063190, 40.6146808, -3.5853994, 660.4746825, 18.156, 0.550
583.609, 564063290, 40.6146730, -3.5854178, 660.4127494, 18.036, 0.550
583.709, 564063390, 40.6146664, -3.5854365, 660.3282258, 17.777, 0.550
583.809, 564063490, 40.6146608, -3.5854555, 660.1905554, 17.657, 0.550
583.909, 564063590, 40.6146565, -3.5854749, 660.1032880, 17.449, 0.550
584.009, 564063690, 40.6146529, -3.5854947, 660.0207820, 17.327, 0.560
584.109, 564063790, 40.6146505, -3.5855145, 659.9356935, 17.114, 0.560
584.209, 564063890, 40.6146497, -3.5855343, 659.8323510, 16.992, 0.560
584.309, 564063990, 40.6146497, -3.5855540, 659.7221329, 16.749, 0.560
584.409, 564064090, 40.6146508, -3.5855739, 659.6369498, 16.766, 0.560
584.509, 564064190, 40.6146531, -3.5855941, 659.5900776, 16.987, 0.560
584.609, 564064290, 40.6146565, -3.5856141, 659.5914354, 16.999, 0.560
584.709, 564064390, 40.6146611, -3.5856335, 659.6171858, 16.992, 0.560
584.809, 564064490, 40.6146669, -3.5856525, 659.6976415, 17.014, 0.560
584.909, 564064590, 40.6146740, -3.5856704, 659.8303335, 16.811, 0.560
585.009, 564064690, 40.6146823, -3.5856884, 659.9393780, 17.099, 0.560
585.109, 564064790, 40.6146913, -3.5857058, 660.0546758, 17.249, 0.560
585.209, 564064890, 40.6147014, -3.5857225, 660.1773478, 17.445, 0.560
585.309, 564064990, 40.6147120, -3.5857388, 660.2118866, 17.762, 0.560
585.409, 564065090, 40.6147242, -3.5857543, 660.2575417, 18.127, 0.560
585.509, 564065190, 40.6147363, -3.5857683, 660.2650922, 18.017, 0.560
585.609, 564065290, 40.6147496, -3.5857820, 660.3062680, 18.333, 0.560
585.709, 564065390, 40.6147636, -3.5857941, 660.3952383, 18.451, 0.560
585.809, 564065490, 40.6147783, -3.5858051, 660.4923148, 18.498, 0.560
585.909, 564065590, 40.6147934, -3.5858159, 660.5380522, 18.746, 0.560
586.009, 564065690, 40.6148090, -3.5858257, 660.5807756, 19.028, 0.561
586.109, 564065790, 40.6148251, -3.5858343, 660.6292529, 19.159, 0.550
586.209, 564065890, 40.6148419, -3.5858423, 660.6677227, 19.491, 0.550
586.309, 564065990, 40.6148589, -3.5858492, 660.7170072, 19.653, 0.550
586.409, 564066090, 40.6148762, -3.5858550, 660.7691356, 19.900, 0.550
586.509, 564066190, 40.6148943, -3.5858604, 660.7976177, 20.266, 0.550
586.609, 564066290, 40.6149123, -3.5858643, 660.8428779, 20.390, 0.550
586.709, 564066390, 40.6149310, -3.5858679, 660.8532322, 20.763, 0.550
586.809, 564066490, 40.6149501, -3.5858705, 660.8606660, 21.220, 0.550
586.909, 564066590, 40.6149691, -3.5858720, 660.8840545, 21.342, 0.550
587.009, 564066690, 40.6149886, -3.5858733, 660.9224139, 21.594, 0.550
587.109, 564066790, 40.6150082, -3.5858739, 660.9375317, 21.820, 0.550
587.209, 564066890, 40.6150281, -3.5858737, 660.9619127, 22.076, 0.550
587.309, 564066990, 40.6150482, -3.5858730, 660.9622963, 22.292, 0.550
587.409, 564067090, 40.6150684, -3.5858719, 660.9861625, 22.458, 0.550
587.509, 564067190, 40.6150888, -3.5858701, 661.0048388, 22.696, 0.550
587.609, 564067290, 40.6151098, -3.5858678, 661.0268611, 23.073, 0.550
587.709, 564067390, 40.6151308, -3.5858651, 661.0241879, 23.324, 0.550
587.809, 564067490, 40.6151519, -3.5858620, 661.0477334, 23.539, 0.550
587.909, 564067590, 40.6151733, -3.5858586, 661.0322043, 23.796, 0.550
588.009, 564067690, 40.6151946, -3.5858548, 661.0135879, 23.958, 0.550
588.109, 564067790, 40.6152164, -3.5858510, 660.9999939, 24.316, 0.550
588.209, 564067890, 40.6152383, -3.5858470, 660.9560741, 24.582, 0.550
588.309, 564067990, 40.6152604, -3.5858428, 660.9313162, 24.757, 0.550
588.409, 564068090, 40.6152827, -3.5858383, 660.9603973, 24.998, 0.550
588.509, 564068190, 40.6153051, -3.5858338, 660.9505455, 25.142, 0.550
588.609, 564068290, 40.6153278, -3.5858292, 660.9581997, 25.419, 0.550
588.709, 564068390, 40.6153507, -3.5858245, 660.9652127, 25.570, 0.550
588.809, 564068490, 40.6153738, -3.5858198, 660.9701889, 25.861, 0.550
588.909, 564068590, 40.6153971, -3.5858152, 660.9945468, 26.056, 0.550
589.009, 564068690, 40.6154207, -3.5858108, 661.0252075, 26.301, 0.550
589.109, 564068790, 40.6154445, -3.5858059, 661.0180657, 26.591, 0.550
589.209, 564068890, 40.6154682, -3.5858013, 661.0041807, 26.727, 0.550
589.309, 564068990, 40.6154923, -3.5857967, 661.0141017, 26.903, 0.550
589.409, 564069090, 40.6155165, -3.5857922, 661.0597974, 27.081, 0.550
589.509, 564069190, 40.6155411, -3.5857879, 661.0630031, 27.298, 0.550
589.609, 564069290, 40.6155658, -3.5857837, 661.0782608, 27.541, 0.550
589.709, 564069390, 40.6155906, -3.5857797, 661.1168397, 27.710, 0.550
589.809, 564069490, 40.6156155, -3.5857758, 661.1093304, 27.871, 0.550
589.909, 564069590, 40.6156409, -3.5857723, 661.1426678, 28.086, 0.550
590.009, 564069690, 40.6156663, -3.5857691, 661.1682046, 28.228, 0.550
590.109, 564069790, 40.6156918, -3.5857662, 661.1818296, 28.410, 0.550
590.209, 564069890, 40.6157176, -3.5857636, 661.1777529, 28.627, 0.550
590.309, 564069990, 40.6157436, -3.5857614, 661.1643182, 28.850, 0.550
590.409, 564070090, 40.6157697, -3.5857594, 661.2182870, 28.935, 0.550
590.509, 564070190, 40.6157960, -3.5857579, 661.2045861, 29.119, 0.550
590.609, 564070290, 40.6158226, -3.5857569, 661.2721767, 29.326, 0.550
590.709, 564070390, 40.6158493, -3.5857562, 661.2812297, 29.515, 0.550
590.809, 564070490, 40.6158760, -3.5857558, 661.3237084, 29.630, 0.550
590.909, 564070590, 40.6159030, -3.5857558, 661.3437265, 29.810, 0.550
591.009, 564070690, 40.6159301, -3.5857565, 661.4017558, 29.980, 0.550
591.109, 564070790, 40.6159574, -3.5857574, 661.4810137, 30.079, 0.550
591.209, 564070890, 40.6159848, -3.5857589, 661.5491029, 30.282, 0.551
591.309, 564070990, 40.6160124, -3.5857609, 661.6076945, 30.461, 0.540
591.409, 564071090, 40.6160400, -3.5857636, 661.7115981, 30.557, 0.540
591.509, 564071190, 40.6160675, -3.5857669, 661.7599679, 30.699, 0.540
591.609, 564071290, 40.6160953, -3.5857708, 661.8547924, 30.864, 0.540
591.709, 564071390, 40.6161231, -3.5857752, 661.9146395, 31.010, 0.540
591.809, 564071490, 40.6161510, -3.5857805, 662.0103250, 31.118, 0.540
591.909, 564071590, 40.6161787, -3.5857866, 662.0746794, 31.191, 0.540
592.009, 564071690, 40.6162065, -3.5857937, 662.1673954, 31.287, 0.540
592.109, 564071790, 40.6162342, -3.5858016, 662.2623601, 31.406, 0.540
592.209, 564071890, 40.6162619, -3.5858104, 662.3407052, 31.480, 0.540
592.309, 564071990, 40.6162893, -3.5858205, 662.3806553, 31.598, 0.540
592.409, 564072090, 40.6163166, -3.5858315, 662.4529598, 31.646, 0.540
592.509, 564072190, 40.6163438, -3.5858434, 662.5439070, 31.781, 0.540
592.609, 564072290, 40.6163709, -3.5858564, 662.6130048, 31.917, 0.540
592.709, 564072390, 40.6163974, -3.5858709, 662.6996559, 31.838, 0.540
592.809, 564072490, 40.6164239, -3.5858861, 662.8198706, 31.989, 0.540
592.909, 564072590, 40.6164500, -3.5859023, 662.9046416, 32.026, 0.540
593.009, 564072690, 40.6164757, -3.5859200, 663.0190063, 32.114, 0.540
593.109, 564072790, 40.6165013, -3.5859381, 663.1415045, 32.124, 0.540
593.209, 564072890, 40.6165263, -3.5859575, 663.3451365, 32.067, 0.540
593.309, 564072990, 40.6165506, -3.5859780, 663.5351130, 31.953, 0.540
593.409, 564073090, 40.6165745, -3.5859997, 663.8130373, 31.955, 0.540
593.509, 564073190, 40.6165979, -3.5860224, 664.0919542, 31.974, 0.540
593.609, 564073290, 40.6166209, -3.5860455, 664.3217598, 32.028, 0.540
593.709, 564073390, 40.6166434, -3.5860694, 664.5624940, 31.931, 0.540
593.809, 564073490, 40.6166653, -3.5860940, 664.8143530, 31.892, 0.540
593.909, 564073590, 40.6166869, -3.5861191, 664.9913974, 31.915, 0.540
594.009, 564073690, 40.6167079, -3.5861451, 665.1932942, 31.972, 0.540
594.109, 564073790, 40.6167283, -3.5861717, 665.4548775, 31.829, 0.540
594.209, 564073890, 40.6167481, -3.5861990, 665.7041776, 31.818, 0.540
594.309, 564073990, 40.6167674, -3.5862270, 665.9670469, 31.881, 0.540
594.409, 564074090, 40.6167861, -3.5862555, 666.2600958, 31.693, 0.540
594.509, 564074190, 40.6168044, -3.5862847, 666.5612617, 31.782, 0.540
594.609, 564074290, 40.6168222, -3.5863143, 666.8536993, 31.792, 0.542
594.709, 564074390, 40.6168392, -3.5863443, 667.1271043, 31.610, 0.550
594.809, 564074490, 40.6168560, -3.5863744, 667.4222945, 31.565, 0.550
594.909, 564074590, 40.6168723, -3.5864054, 667.7072698, 31.641, 0.550
595.009, 564074690, 40.6168884, -3.5864363, 667.9622114, 31.636, 0.550
595.109, 564074790, 40.6169038, -3.5864677, 668.2363762, 31.624, 0.550
595.209, 564074890, 40.6169189, -3.5864995, 668.5322508, 31.613, 0.550
595.309, 564074990, 40.6169336, -3.5865316, 668.8298613, 31.667, 0.550
595.409, 564075090, 40.6169480, -3.5865639, 669.1258196, 31.578, 0.550
595.509, 564075190, 40.6169618, -3.5865967, 669.4870175, 31.627, 0.550
595.609, 564075290, 40.6169756, -3.5866298, 669.8178803, 31.673, 0.550
595.709, 564075390, 40.6169887, -3.5866630, 670.1594444, 31.616, 0.550
595.809, 564075490, 40.6170018, -3.5866964, 670.4807301, 31.704, 0.550
595.909, 564075590, 40.6170146, -3.5867300, 670.7599334, 31.790, 0.550
596.009, 564075690, 40.6170273, -3.5867637, 670.9874786, 31.777, 0.550
596.109, 564075790, 40.6170395, -3.5867973, 671.1956433, 31.722, 0.550
596.209, 564075890, 40.6170516, -3.5868313, 671.4622391, 31.778, 0.550
596.309, 564075990, 40.6170637, -3.5868653, 671.6759539, 31.796, 0.550
596.409, 564076090, 40.6170757, -3.5868993, 671.8778454, 31.850, 0.550
596.509, 564076190, 40.6170877, -3.5869332, 672.0814085, 31.743, 0.550
596.609, 564076290, 40.6170993, -3.5869674, 672.2884414, 31.775, 0.550
596.709, 564076390, 40.6171108, -3.5870017, 672.4979854, 31.827, 0.550
596.809, 564076490, 40.6171225, -3.5870359, 672.6921038, 31.724, 0.550
596.909, 564076590, 40.6171341, -3.5870701, 672.8605489, 31.735, 0.550
597.009, 564076690, 40.6171453, -3.5871044, 673.0404409, 31.789, 0.550
597.109, 564076790, 40.6171568, -3.5871387, 673.2012222, 31.759, 0.550
597.209, 564076890, 40.6171682, -3.5871732, 673.3513037, 31.813, 0.550
597.309, 564076990, 40.6171795, -3.5872075, 673.5007631, 31.749, 0.550
597.409, 564077090, 40.6171907, -3.5872415, 673.5918425, 31.680, 0.550
597.509, 564077190, 40.6172020, -3.5872756, 673.7022709, 31.665, 0.550
597.609, 564077290, 40.6172133, -3.5873099, 673.8669084, 31.653, 0.550
597.709, 564077390, 40.6172244, -3.5873437, 673.9942267, 31.440, 0.550
597.809, 564077490, 40.6172353, -3.5873769, 674.0934410, 31.048, 0.550
597.909, 564077590, 40.6172462, -3.5874101, 674.2487689, 30.894, 0.550
598.009, 564077691, 40.6172576, -3.5874442, 674.4649034, 31.031, 0.550
598.109, 564077791, 40.6172686, -3.5874779, 674.6223768, 31.076, 0.550
598.209, 564077891, 40.6172799, -3.5875116, 674.7355683, 31.144, 0.550
598.309, 564077991, 40.6172908, -3.5875445, 674.7910933, 30.950, 0.557
598.409, 564078091, 40.6173026, -3.5875797, 674.9281425, 31.497, 0.560
598.509, 564078191, 40.6173139, -3.5876143, 675.0920692, 31.649, 0.560
598.609, 564078291, 40.6173253, -3.5876487, 675.2383863, 31.731, 0.560
598.709, 564078391, 40.6173367, -3.5876834, 675.3806581, 31.844, 0.560
598.809, 564078491, 40.6173478, -3.5877179, 675.5133987, 31.785, 0.560
598.909, 564078591, 40.6173591, -3.5877523, 675.6500946, 31.784, 0.560
599.009, 564078691, 40.6173703, -3.5877868, 675.7685962, 31.759, 0.560
599.109, 564078791, 40.6173816, -3.5878212, 675.8700433, 31.776, 0.560
599.209, 564078891, 40.6173927, -3.5878558, 675.9865123, 31.782, 0.560
599.309, 564078991, 40.6174038, -3.5878901, 676.1019536, 31.726, 0.560
599.409, 564079091, 40.6174149, -3.5879248, 676.2305425, 31.801, 0.560
599.509, 564079191, 40.6174260, -3.5879592, 676.3475398, 31.749, 0.560
599.609, 564079291, 40.6174370, -3.5879939, 676.4702511, 31.816, 0.560
599.709, 564079391, 40.6174479, -3.5880286, 676.5830915, 31.790, 0.560
599.809, 564079491, 40.6174589, -3.5880633, 676.6917379, 31.800, 0.560
599.909, 564079591, 40.6174695, -3.5880980, 676.8068998, 31.805, 0.560
600.009, 564079691, 40.6174803, -3.5881326, 676.9434606, 31.770, 0.560
600.109, 564079791, 40.6174911, -3.5881675, 677.0814000, 31.790, 0.560
600.209, 564079891, 40.6175017, -3.5882023, 677.1913740, 31.823, 0.560
600.309, 564079991, 40.6175124, -3.5882369, 677.2970160, 31.763, 0.560
600.409, 564080091, 40.6175228, -3.5882719, 677.4726071, 31.804, 0.560
600.509, 564080191, 40.6175333, -3.5883067, 677.5959474, 31.771, 0.560
600.609, 564080291, 40.6175438, -3.5883417, 677.7142490, 31.759, 0.560
600.709, 564080391, 40.6175544, -3.5883765, 677.8345015, 31.807, 0.560
600.809, 564080491, 40.6175650, -3.5884113, 677.9221580, 31.751, 0.560
600.909, 564080591, 40.6175755, -3.5884463, 678.0290276, 31.861, 0.560
601.009, 564080691, 40.6175861, -3.5884811, 678.1660771, 31.763, 0.560
601.109, 564080791, 40.6175967, -3.5885159, 678.3075852, 31.753, 0.560
601.209, 564080891, 40.6176075, -3.5885507, 678.4201687, 31.784, 0.560
601.309, 564080991, 40.6176182, -3.5885856, 678.5643688, 31.788, 0.560
601.409, 564081091, 40.6176290, -3.5886204, 678.6840120, 31.791, 0.560
601.509, 564081191, 40.6176398, -3.5886552, 678.8079887, 31.804, 0.560
601.609, 564081291, 40.6176508, -3.5886899, 678.9343622, 31.779, 0.560
601.709, 564081391, 40.6176619, -3.5887244, 679.0415435, 31.747, 0.560
601.809, 564081491, 40.6176730, -3.5887591, 679.1460199, 31.797, 0.560
601.909, 564081591, 40.6176842, -3.5887938, 679.2844375, 31.844, 0.560
602.009, 564081691, 40.6176955, -3.5888281, 679.4122437, 31.738, 0.560
602.109, 564081791, 40.6177069, -3.5888626, 679.5239826, 31.752, 0.560
